Building#,Altitude,BuildingHeight,BuildingWidth,NestHeight,SquareArea,AveNoise,temp,prec,win,nd,npp,pop,lon,lat,NestCount,NestD1,AvilNest,AvaNR2,gdpp,NestHeightR,DensityR,AvaNR,light,urban,ID
Yudu Garden Building 4,1205.49,19,70,8.666666667,2400,51,16.35,24.83,2.47,5411,2.53585569209847e-10,2105.354736,105.19,37.51,5,1,18,0.514285714,4.125411304,2.444333333,0.071428571,0.257142857,61,0.636834025382996,10538
Yudu Garden Building 6,1196.05,19,70,6.5,1600,54,16.35,24.83,2.47,5411,2.53585569209847e-10,2105.354736,105.19,37.51,2,1,6,0.514285714,4.125411304,2.16645,0.028571429,0.085714286,61,0.636834025382996,10538
Yudu Garden Building 8,1186.04,19,60,8.5,1050,56,16.35,24.83,2.47,5411,2.53585569209847e-10,2105.354736,105.19,37.51,3,1,16,0.8,4.125411304,1.5002,0.05,0.266666667,61,0.636834025382996,10538
Yucai Road Community,50,15,60,13.5,600,49,20.17,63,2.48,3688,4.28234336879996e-10,2560.021973,114.84,38.02,8,0,64,1.6,5.282647592,1.734375,0.133333333,1.066666667,59,0.913597881793976,11538
Yuhai Jiayuan,-9,36,30,18.85714286,600,20,19.77,82.5,2.53,3052,-2.33E-11,6671.571289,116.7,39.5,17,1,77,4.4,6.041448462,3.700928571,0.566666667,2.566666667,63,0.889672517776489,11740
Yujinyuan South Area Building 2,1048,72,70,6.75,5100,53,14.87,46.33,3.03,1749,-3.56E-11,2495.427002,113.31,40.06,5,1,11,2.042857143,4.411076668,2.975,0.071428571,0.157142857,63,0.9235919713974,11340
Yujinyuan South Area Building 4-1,1019,72,80,13.5,10800,54,14.87,46.33,3.03,1749,-3.56E-11,2495.427002,113.31,40.06,12,0,38,3.0875,4.411076668,3.596875,0.15,0.475,63,0.9235919713974,11340
Yujinyuan North Area Building 1,1065,72,50,16.16666667,6000,58,14.92,46.33,3.05,1749,-3.56E-11,2495.42749,113.31,40.07,9,1,19,3.293333333,4.411076668,5.912616667,0.18,0.38,63,0.921070635318756,11340
Yujinyuan North Area Building 4-2,1029,72,80,9.833333333,6600,52,14.92,46.33,3.05,1749,-3.56E-11,2495.42749,113.31,40.07,9,1,22,2.383333333,4.411076668,3.77065,0.1125,0.275,63,0.921070635318756,11340
Yujing Huacheng Building 10,1200.77,18,50,6,2100,49,16.02,24.17,2.67,4876,2.8036817312227e-10,3191.763428,105.2,37.5,1,1,1,0.12,4.125411304,6,0.02,0.02,61,0.688499271869659,10538
Yujing Huacheng Building 7,1179.59,18,80,9,3300,47,16.02,24.17,2.67,4876,2.8036817312227e-10,3191.763428,105.2,37.5,3,1,12,0.3,4.125411304,2.25,0.0375,0.15,61,0.688499271869659,10538
Yulongwan,929,90,48,15.75,1104,53,16.63,59.33,2.43,3272,4.80922697498887e-11,3040.074951,111.15,37.52,11,1,24,3.75,4.525735553,6.6,0.229166667,0.5,59,0.845520853996277,11138
Yuanzhongyuan Building 3,1032,20,35,11.76666667,1000,60,14.98,49.83,3.02,2055,-3.56E-11,3039.153076,113.28,40.07,6,0,21,1.4,4.411076668,3.026696667,0.171428571,0.6,63,0.944855093955994,11340
Yunjinyuan Building 36,1688,45.5,60,23,3500,45,15.02,30.67,2.38,1531,4.62192173422693e-10,3962.994629,104.13,36.54,3,0,5,0.625,3.216234269,12.791925,0.05,0.083333333,61,0.711757957935333,10437
Yunqinyuan Building 9,1050,22,70,13,3600,43,14.93,47.67,2.95,2055,-3.56E-11,2569.780518,113.29,40.06,13,0,70,1,4.411076668,2.241142857,0.185714286,1,63,0.921345591545105,11340
Yunxiang Community Building 2,1423.39,12,40,6.625,1000,53,16.12,43,1.82,2745,4.1975678488626e-10,8031.983887,103.83,36.04,7,0,22,0.55,6.621804697,2.4916,0.175,0.55,62,0.8785480260849,10436
Zhenbaoyuan Building 1,705,51,40,12,3600,59,17.57,58.67,2.52,3929,1.14065555611997e-10,924.5043945,113.59,37.88,2,0,4,0.85,5.629102658,6,0.05,0.1,60,0.865788340568542,11438
Zhenbaoyuan Building 2,705,51,40,10,3600,59,17.57,58.67,2.52,3929,1.14065555611997e-10,924.5043945,113.59,37.88,3,0,6,0.85,5.629102658,5,0.075,0.15,60,0.865788340568542,11438
Zhenbaoyuan Building 4,705,51,40,17.4,3600,59,17.57,58.67,2.52,3929,1.14065555611997e-10,924.5043945,113.59,37.88,5,0,15,1.275,5.629102658,5.79942,0.125,0.375,60,0.865788340568542,11438
Zhenbaoyuan Building 5,705,51,40,15.85714286,3600,59,17.57,58.67,2.52,3929,1.14065555611997e-10,924.5043945,113.59,37.88,12,0,28,1.7,5.629102658,6.642857143,0.3,0.7,60,0.865788340568542,11438
Zhenbaoyuan Building 6,705,51,40,11,3600,59,17.57,58.67,2.52,3929,1.14065555611997e-10,924.5043945,113.59,37.88,3,0,6,0.85,5.629102658,5.5,0.075,0.15,60,0.865788340568542,11438
Zhengfeng Community Building 1,1164,19,90,5.5,3000,65,16.23,25.67,2.7,4733,7.56520887601475e-11,2247.633301,106.27,38.46,3,0,9,0.6,6.870651127,1.83315,0.033333333,0.1,63,0.841740548610687,10638
Zhengjiatai Community Building 3,1460.56,21,30,15.5,900,56,16.3,42.83,1.8,2745,4.39406039332013e-10,7362.664551,103.84,36.05,3,0,9,1.05,6.621804697,4.7,0.1,0.3,62,0.938998997211456,10436
Zhengfu Family Building,1187,24.5,100,9.5,1300,54,16.35,24.83,2.47,5411,2.53585569209847e-10,2105.354736,105.19,37.51,1,0.5,5,0.4,4.125411304,1.9,0.01,0.05,61,0.636834025382996,10538
Zhijinyuan Court,1127,18,16,12,375,50,17.28,71.83,1.7,3813,1.40447919960707e-09,14226.17969,105.71,34.58,1,0,3,1.125,2.23442611,3.9996,0.0625,0.1875,61,0.899501979351044,10635
Zhijinyuan 2,1127,21,20,9,375,50,17.28,71.83,1.7,3813,1.40447919960707e-09,14226.17969,105.71,34.58,1,1,3,1.05,2.23442611,2.9997,0.05,0.15,61,0.899501979351044,10635
Zhicheng Huafu Building 10-1,75,78,40,15.85714286,18700,54,20.47,68.17,2.53,2751,3.27253169007946e-10,6908.504395,114.44,38.01,20,0,28,2.6,5.282647592,11.14285714,0.5,0.7,63,0.900244116783142,11438
Zhicheng Huafu Building 10-2,75,78,40,13,18700,54,20.47,68.17,2.53,2751,3.27253169007946e-10,6908.504395,114.44,38.01,3,0.5,3,0.65,5.282647592,13,0.075,0.075,63,0.900244116783142,11438
Zhicheng Huafu Building 7-1,75,78,40,12,4900,50,20.47,68.17,2.53,2751,3.27253169007946e-10,6908.504395,114.44,38.01,16,1,44,5.72,5.282647592,4.40814,0.4,1.1,63,0.900244116783142,11438
Zhicheng Huafu Building 7-2,75,78,40,16.5,4900,50,20.47,68.17,2.53,2751,3.27253169007946e-10,6908.504395,114.44,38.01,2,0,8,2.6,5.282647592,4.125,0.05,0.2,63,0.900244116783142,11438
Zhongfang Xingyuan,5,57,20,23,300,61,16.98,85.83,4.15,3138,-1.51E-10,19774.03711,119.62,39.94,3,0.5,18,5.7,5.374131422,3.8341,0.15,0.9,63,0.907984375953674,12040
China Coal Museum Dormitory,770,64,110,5.5,15300,52,17.07,52.83,2.47,2432,1.85207613134786e-10,22637.86523,112.51,37.85,3,0,13,1.654545455,7.830320956,1.39285,0.027272727,0.118181818,63,0.93134069442749,11338
Zhongguo Yisilanjiao Wenquan Tang,1470,24,30,18,800,53,16.3,42.83,1.8,2745,4.39406039332013e-10,7362.664551,103.84,36.05,1,1,10,2.666666667,6.621804697,1.8,0.033333333,0.333333333,62,0.938998997211456,10436
Zhonghe Yinjie,1840,16,38.5,14,1050,48,12.45,51.33,2.08,3930,6.74568345626625e-10,486.537262,104.6,35.61,3,0,16,0.831168831,1.748585732,2.5336,0.077922078,0.415584416,59,0.789721846580505,10536
Zhonghua Jiayuan Phase I Building 4,1055,17,90,12.75,3500,52,14.3,36.33,3.12,2350,-4.39E-11,3405.747803,111.71,40.85,8,1,26,0.433333333,8.127158237,3.553625,0.088888889,0.288888889,63,0.819698631763458,11241
Zhonghua Jiayuan Phase I No.9,1038,18.5,50,13.875,550,46,14.3,36.33,3.12,2350,-4.39E-11,3405.747803,111.71,40.85,8,0.5,23,0.69,8.127158237,4.9539125,0.16,0.46,63,0.819698631763458,11241
Zhongjing Garden,758,58,60,12,6300,50,17.08,54.83,2.43,2770,1.85207613134786e-10,41193.37109,112.52,37.86,5,1,18,1.9,7.830320956,3.4447,0.083333333,0.3,63,0.93959641456604,11338
Central Park,946,96,70,15,7000,55,16.77,59.33,2.42,4171,4.80922697498887e-11,4088.232422,111.13,37.54,4,0,12,1.828571429,4.525735553,5.25,0.057142857,0.171428571,60,0.822374284267426,11138
Zhongyang Meiyu,1056,73.8,80,10.66666667,2800,59,15,48.83,3.02,2055,-3.56E-11,2495.427246,113.29,40.08,9,1,24,2.6,4.411076668,3.982026667,0.1125,0.3,63,0.932614088058472,11340
Zhongyi Jiayuan Building 6,1182.77,32,70,11.375,6000,57,15.92,24.17,2.67,4876,2.8036817312227e-10,3191.763672,105.21,37.5,7,1,27,1.060714286,4.125411304,3.1846,0.1,0.385714286,60,0.812913060188293,10538
Ziruiyuan Building 2,1185.44,18,50,6,600,47,16.35,24.83,2.47,5411,2.53585569209847e-10,2105.354736,105.19,37.51,3,1,21,1.26,4.125411304,1.009,0.06,0.42,61,0.636834025382996,10538
Zuobiaocheng Area D 12,771,42,30,13.5,1500,53,17.47,60,2.55,3797,1.3376839913537e-10,2848.126709,113.62,37.81,5,0,12,2.8,5.629102658,5.748,0.166666667,0.4,57,0.836773157119751,11438
Zuobiaocheng Area D 8,766,24,100,14.25,2000,51,17.47,60,2.55,3797,1.3376839913537e-10,2848.126709,113.62,37.81,8,0,24,0.48,4.37475,0.08,0.24,379.2362,57,0.836773157119751,11438
